job_title,company,location,detected_job_role,skill_match_percentage,matched_skills,role_skill_gaps,exact_role_match,final_precise_score,redirect_url,latitude,longitude,company_address
Relationship Manager-Sales-Commercial Vehicle-Salem-Raja Towers-JM,Tata Capital,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4801597912?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Relationship manager,kaldan soft,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5313121412?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Reservations Host - Six Senses Fort Barwara,IHG Hotels & Resorts,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5813701481?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Salem,btone FITNESS,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5812518187?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Sales Director,Telth Healthcare Pvt Ltd,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5590143346?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Special Education Paraprofessional,Salem Academy Charter School,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5412312380?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Team Leader - Offline Merchants QR - Salem,Paytm Payments Services,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5805326617?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Tele caller,Salem ss travel,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5671629224?se=IpgZZHSc8RGlrvMe-VN8Yg&utm_medium=api&utm_source=10d03a1b&v=AA8E5A56EB0CFC980A0FD0CF8F7348FFC450B1B6,11.56305,77.99725,"India, Tamil Nadu, Salem"
Territory Business Manager-SBE-Small Business Enterprise-Sales,Kotak Mahindra Bank,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5801792868?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Territory Manager - Used Car Loans,SkillLabs,"Omalur, Salem",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5847115537?utm_medium=api&utm_source=10d03a1b,11.6512,78.1453,"India, Tamil Nadu, Salem, Omalur"
WE ARE HIRING FEMALE TELECALLER,AdPost4U Classifieds,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5812180169?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
WE ARE HIRING FOR HOSPITAL RECEP,AdPost4U Classifieds,"Salem, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5811055034?utm_medium=api&utm_source=10d03a1b,11.56305,77.99725,"India, Tamil Nadu, Salem"
Area Manager,Policybazaar.com,"Thiruvananthapuram, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5823898207?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=9EBD46555432A7B5912E25BF88052E5E56BD3B63,8.38159,77.0037,"India, Kerala, Thiruvananthapuram"
Assistant Manager,Paperchase Accountancy,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5845683279?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=F2F9643DF2BA16CE98B92B51D9016E5E31EF1C9E,8.49239,76.93365,"India, Kerala, Thiruvananthapuram, Trivandrum"
Assistant Manager – Insurance Operations (Property & Casualty),Allianz Services,"Thiruvananthapuram, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5823897162?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=0525FA049C2F4358E406890066A59BE2469DCF55,8.38159,77.0037,"India, Kerala, Thiruvananthapuram"
Associate – Product Support,VoiceStack,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5814245534?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=AD683ED203526644DC8D25874737BC546BD22A28,8.49239,76.93365,"India, Kerala, Thiruvananthapuram, Trivandrum"
Automotive Technician,2coms,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5769486313?utm_medium=api&utm_source=10d03a1b,8.48925,76.95275,"India, Kerala, Thiruvananthapuram, Trivandrum"
Automotive Technician,2coms,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5769486292?utm_medium=api&utm_source=10d03a1b,8.48925,76.95275,"India, Kerala, Thiruvananthapuram, Trivandrum"
BPO-Associate(3 Months Contract),UST,"Thiruvananthapuram, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5838134562?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=C27D61C16539C8016F80200F9B0496A53F1EDD3E,8.38159,77.0037,"India, Kerala, Thiruvananthapuram"
Business Manager -Sales and Design,Livspace,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5838134019?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=EC7EC87D4F62653269C1F52E00BE9DAB591A4689,8.49239,76.93365,"India, Kerala, Thiruvananthapuram, Trivandrum"
Clinical Sales Specialist - Neuro Rehabilitation,Genrobotic Innovations Private Limited,"Thiruvananthapuram, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5739278047?utm_medium=api&utm_source=10d03a1b,8.38159,77.0037,"India, Kerala, Thiruvananthapuram"
Counselor - Cochin,2coms,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5821120644?utm_medium=api&utm_source=10d03a1b,8.46721,76.94,"India, Kerala, Thiruvananthapuram, Trivandrum"
Finance Controller,Adani Ports and SEZ,"Thiruvananthapuram, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5833434924?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=D11CEFF748D4D7BEBCA3167A6000D06CEED7428B,8.38159,77.0037,"India, Kerala, Thiruvananthapuram"
Finance Intern (6-Month Internship),Genrobotic Innovations Private Limited,"Thiruvananthapuram, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5823130066?utm_medium=api&utm_source=10d03a1b,8.38159,77.0037,"India, Kerala, Thiruvananthapuram"
Full-Stack Tech Lead – AI Best Practices - Remote,McFadyen Digital,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5831647781?utm_medium=api&utm_source=10d03a1b,8.49239,76.93365,"India, Kerala, Thiruvananthapuram, Trivandrum"
Ground Staff Required in Thiruvananthapuram Airport,Fronix Services,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5847087495?utm_medium=api&utm_source=10d03a1b,8.48925,76.95275,"India, Kerala, Thiruvananthapuram, Trivandrum"
Junior Campus Outreach Executive – Field Sales & Admissions,LeadIAS Private Limited,"Thiruvananthapuram, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5837542512?utm_medium=api&utm_source=10d03a1b,8.38159,77.0037,"India, Kerala, Thiruvananthapuram"
Junior Drone Show Designer,Skyvertise,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5802782489?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=88841E8E579841750E16729FDB347BD893163E3E,8.49239,76.93365,"India, Kerala, Thiruvananthapuram, Trivandrum"
Junior Project Manager (Job Location: Trivandrum),Reflections Info Systems,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5818523666?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=1E7387643E11AD4CAC4614F17E70D95324DFEBFC,8.49239,76.93365,"India, Kerala, Thiruvananthapuram, Trivandrum"
Lead – Pre-Sales,Betterbeans Consultants Pvt Ltd,"Thiruvananthapuram, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5812351005?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=2B69F1F861AAEB0FCBE77164B16C2ECC3216A99B,8.38159,77.0037,"India, Kerala, Thiruvananthapuram"
Mobiliser - Alleppy,2coms,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5821684844?utm_medium=api&utm_source=10d03a1b,8.46721,76.94,"India, Kerala, Thiruvananthapuram, Trivandrum"
Node JS Technical Lead,Tryzens Global,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5719264096?utm_medium=api&utm_source=10d03a1b,8.51757,76.9241,"India, Kerala, Thiruvananthapuram, Trivandrum"
Overseas Job Counselor,2coms,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5821120655?utm_medium=api&utm_source=10d03a1b,8.46721,76.94,"India, Kerala, Thiruvananthapuram, Trivandrum"
Overseas Job Counselor,2coms,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5821684886?utm_medium=api&utm_source=10d03a1b,8.46721,76.94,"India, Kerala, Thiruvananthapuram, Trivandrum"
PHP Developer-India Remote,RELQ TECHNOLOGIES LLC,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5838663067?utm_medium=api&utm_source=10d03a1b,8.54904,76.92725,"India, Kerala, Thiruvananthapuram, Trivandrum"
Power Apps Developer,Hirestar job Bank,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5684791461?utm_medium=api&utm_source=10d03a1b,8.49239,76.93365,"India, Kerala, Thiruvananthapuram, Trivandrum"
Project Management Officer,Muthoot Fincorp Ltd.,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5823897712?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=5AC19E1B6CA4ED3018504ABA209594685A4908A0,8.49239,76.93365,"India, Kerala, Thiruvananthapuram, Trivandrum"
React Js Developer,,"Thiruvananthapuram, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4686701443?utm_medium=api&utm_source=10d03a1b,8.38159,77.0037,"India, Kerala, Thiruvananthapuram"
Senior Project Manager,Velodata Global Pvt Ltd,"Thiruvananthapuram, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5840224656?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=D960C384221B3E5A652CEA5EE2CD0AD4AB1CC15C,8.38159,77.0037,"India, Kerala, Thiruvananthapuram"
Shopify Senior Developer,Tryzens Global,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5708096927?utm_medium=api&utm_source=10d03a1b,8.51757,76.9241,"India, Kerala, Thiruvananthapuram, Trivandrum"
System Support Associate,Vensure Employer Solutions,"Thiruvananthapuram, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5841755613?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=E47455A362E2515F2EFA6CABFC39FDCE08CAE888,8.38159,77.0037,"India, Kerala, Thiruvananthapuram"
US Payroll Manager,VensureHCM,"Thiruvananthapuram, Kerala",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5829374029?se=YAF-cXSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=AAADDB033386937BC9C6B6CBB099FAB173CD10F2,8.38159,77.0037,"India, Kerala, Thiruvananthapuram"
US Payroll Manager,PrismHR,"Trivandrum, Thiruvananthapuram",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5733270240?utm_medium=api&utm_source=10d03a1b,8.70012,76.84125,"India, Kerala, Thiruvananthapuram, Trivandrum"
Accounts & Audit Executive,Smart Work Consultants,"Thottiam, Tiruchirappalli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5767360880?utm_medium=api&utm_source=10d03a1b,10.96075,78.0801,"India, Tamil Nadu, Tiruchirappalli, Thottiam"
Associate - Developer,VDart Software Services Pvt. Ltd.,"Srirangam, Tiruchirappalli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5842095029?utm_medium=api&utm_source=10d03a1b,10.80595,78.69665,"India, Tamil Nadu, Tiruchirappalli, Srirangam"
Audit Executive - IC&Q - MFB - Madurai - Thiruparakundram - J Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4801494186?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Branch Manager - Retail MFB - Sales - Tiruchirappalli - GVR Complex - J Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5280027181?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Client Handling Executive,Sisco Jobs,"Srirangam, Tiruchirappalli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5833752729?utm_medium=api&utm_source=10d03a1b,10.80595,78.69665,"India, Tamil Nadu, Tiruchirappalli, Srirangam"
Cluster Relationship Manager - Government Business & TASC| Tiruchirappalli,CSB Bank,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5533859174?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Fashion Assistant,Hunarstreet Technologies Pvt Ltd,"Trichy, Tiruchirappalli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5425656201?utm_medium=api&utm_source=10d03a1b,10.9256,78.78335,"India, Tamil Nadu, Tiruchirappalli, Trichy"
Gold Loan Officer| Tiruchirappalli,CSB Bank,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5310701922?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Head of Quality Control,The Sanmar Group,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5822233211?se=_p4-ZnSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=5151B3B7C4BDFB9D902FC9F91376D077239572D6,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
IOS Developer,,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4686704863?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Loan Officer - Retail MFB - Sales - Alangudi - Gandhi Road - J Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5231412800?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Loan Officer - Retail MFB - Sales - Illuppur - Guru Complex - J Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5231416343?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Loan Officer - Retail MFB - Sales - Lalgudi - Balaji Complex - J Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5231416819?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Loan Officer - Retail MFB - Sales - Manapparai - AMC Complex - J Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5231410329?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Loan Officer - Retail MFB - Sales - Mannargudi - Asiriyar - J Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5231411661?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Loan Officer - Retail MFB - Sales - Nagapattinam - South Perumal Street - J Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5231411687?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Loan Officer - Retail MFB - Sales - Pudukkottai - Aranthangi - J Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5231408521?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Loan Officer - Retail MFB - Sales - Thanjavur - Pattukkottai - J Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5231407444?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Loan Officer - Retail MFB - Sales - Tiruchirappalli - Somarasampettai - J Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5231409978?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Loan Officer - Retail MFB - Sales - Vedaranyam - Siva Sakthi Complex - J Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5231411730?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Mobility Sales Lead,Jio,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5833435150?se=_p4-ZnSc8RGQor-L2zKR7A&utm_medium=api&utm_source=10d03a1b&v=EC067DE3B461A8BE8852BCBE542C37A8D4BDFC97,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
PHP DEVELOPER,INFOVENZ SOFTWARE SOLUTION,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/3029274180?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
"PYP Coordinator needed in a School in Trichy, Tamil Nadu - ( Job ID - 23908)",EducoHire,"Srirangam, Tiruchirappalli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5828375183?utm_medium=api&utm_source=10d03a1b,10.77455,78.67095,"India, Tamil Nadu, Tiruchirappalli, Srirangam"
Product Coordinator - Microfinance Business - Tiruchirappalli - Ram Arcade - J-Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4801492790?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Quality Executive - MFB - Tiruchirappalli - Ram Arcade - J Grades,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4801532105?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
RCF Expert - Thoothukudi,Dalmia Bharat Group,"Trichy, Tiruchirappalli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4801439910?utm_medium=api&utm_source=10d03a1b,10.9256,78.78335,"India, Tamil Nadu, Tiruchirappalli, Trichy"
Relationship Manager,,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4686700552?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Relationship Manager - Emerging Corporate - Sales -Tiruchirappalli - Ram Arcade- JM,Tata Capital,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4801519348?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Sales and Marketing,Intulogic private Limited,"Trichy, Tiruchirappalli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/3858467873?utm_medium=api&utm_source=10d03a1b,10.9256,78.78335,"India, Tamil Nadu, Tiruchirappalli, Trichy"
Store In Charge,Sisco Jobs,"Srirangam, Tiruchirappalli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5817452579?utm_medium=api&utm_source=10d03a1b,10.80595,78.69665,"India, Tamil Nadu, Tiruchirappalli, Srirangam"
Supplier manager,Orangedolly,"Tiruchirappalli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/1155089303?utm_medium=api&utm_source=10d03a1b,10.8091,78.66775,"India, Tamil Nadu, Tiruchirappalli"
Weaving Production Planning,Smart Work Consultants,"Thottiam, Tiruchirappalli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5847766817?utm_medium=api&utm_source=10d03a1b,10.96075,78.0801,"India, Tamil Nadu, Tiruchirappalli, Thottiam"
Acquisition Manager-Sales-Sales,Kotak Mahindra Bank,"Tirunelveli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5835741490?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli"
Area Manager,Apollo Tyres,"Tirunelveli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5819865956?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli"
Area Manager - Tirunelveli,Fishmanhealthcare,"Palayankottai, Tirunelveli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5842393111?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli, Palayankottai"
Area Manager -Tenkasi,Fishmanhealthcare,"Tenkasi, Tirunelveli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5842393112?utm_medium=api&utm_source=10d03a1b,8.94277,77.31025,"India, Tamil Nadu, Tirunelveli, Tenkasi"
BIM Modeler,Jersey Engineering Solutions Pvt Ltd,"Tirunelveli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/land/ad/5845828834?se=mA8yaHSc8RGqn_jkSy3S8Q&utm_medium=api&utm_source=10d03a1b&v=A6DC8EEDD7C978E9BF39C475EF6DB50735FDD9AF,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli"
Back End Developer,Mediknit Private Limited,"Tirunelveli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/2974404092?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli"
Branch Manager| Radhapuram,CSB Bank,"Radhapuram, Tirunelveli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5716199452?utm_medium=api&utm_source=10d03a1b,8.78541,77.64205,"India, Tamil Nadu, Tirunelveli, Radhapuram"
Branch Manager| Tirunelveli,CSB Bank,"Tirunelveli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5535035922?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli"
Company Trainee,TP Solar Limited,"Tirunelveli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4445061583?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli"
Content Marketing - Social Media,Smart Work Consultants,"Palayankottai, Tirunelveli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5817846809?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli, Palayankottai"
Draftsman,Smart Work Consultants,"Palayankottai, Tirunelveli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5804952105?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli, Palayankottai"
Gold Loan Officer| Tirunelveli,CSB Bank,"Tirunelveli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5534870548?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli"
Gold Loan Relationship Officer-LOANS AGAINST GOLD-Marketing Branches Operations,Kotak Mahindra Bank,"Tirunelveli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5717273123?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli"
Grinder Macine Operator,,"Tirunelveli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4686701174?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli"
Hypermarket Manager - Tirunelveli,Reliance Retail,"Tirunelveli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5744026744?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli"
IN_RBIN_Plant HSE Lead,Bosch Group,"Tirunelveli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5822377444?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli"
Junior Process Analyst,Chaosology Technologies Private Limited,"Palayankottai, Tirunelveli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5840574751?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli, Palayankottai"
Piano Instructor (Male),Chaosology Technologies Private Limited,"Palayankottai, Tirunelveli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5831924986?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli, Palayankottai"
RCF Expert - Tirunelveli,Dalmia Bharat Group,"Tirunelveli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/4801616980?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli"
Regional Manager - Tirunelveli,Veerix Biotech,"Palayankottai, Tirunelveli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5843890077?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli, Palayankottai"
Relationship Manager - FI & Agriculture| Tirunelveli,CSB Bank,"Tirunelveli, Tamil Nadu",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5535017060?utm_medium=api&utm_source=10d03a1b,8.7256,77.69625,"India, Tamil Nadu, Tirunelveli"
Sales Supervisor,Chaosology Technologies Private Limited,"Palayankottai, Tirunelveli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/5847084479?utm_medium=api&utm_source=10d03a1b,8.74448,77.64205,"India, Tamil Nadu, Tirunelveli, Palayankottai"
Sales and Marketing Officer,Elookads,"Tenkasi, Tirunelveli",Other,0.0,,,False,5.0,https://www.adzuna.in/details/1892747754?utm_medium=api&utm_source=10d03a1b,8.95222,77.2464,"India, Tamil Nadu, Tirunelveli, Tenkasi"
